Ticker,Market Capitalization,Total Debt,Cash and Cash Equivalents,Enterprise Value,EBITDA,Total Revenue,Gross Profit,Operating Revenue,Operating Income,Net Income,Free Cash Flow,Repurchase Of Capital Stock,Repayment Of Debt,Issuance Of Debt,Issuance Of Capital Stock,Capital Expenditure,Stock Price Change
MRVL,33.10556675417947,-7.096569920844327,4.368825466520308,29.81675345677786,-48.379854368932044,-6.958240421650111,-23.226778242677824,-6.958240421650111,-221.41268075639599,470.8868501529052,-4.778348110125991,30.434782608695656,510.88102409638554,547.65,,61.1596870685688,77.43979965686808
MELI,64.27213321466463,-1.4961211673439232,33.82198952879581,59.840590606966494,63.2313829787234,37.35408560311284,39.57001743172574,37.35408560311284,76.30560928433269,104.77178423236515,86.35814889336017,140.54054054054055,55.92051651726948,46.694481988599634,,11.868131868131867,64.78992585431001
META,85.71336414998126,40.02482042796435,185.14406375587492,82.34607842995084,56.67816396922261,15.687468377226457,19.245840630472856,15.581039887393027,61.5222498618021,68.52586206896551,130.2404956941819,-29.26742023179282,24.47058823529412,-14.776736216107247,,-13.251248767140723,96.1216619443451
MCHP,3.7239283118509094,-6.7836944092468405,36.62393162393162,2.1352809208284507,-16.236441194393663,-9.53108891179921,-12.323838607206165,-9.53108891179921,-17.779562982005142,-14.783036153193011,-16.817659818808217,3.8380207231972934,137.58794377000257,187.3597304128054,-0.24301336573511542,-41.36157959687372,9.210552605627957
MU,60.35363075356639,0.5311131845259456,-17.908359566281916,58.315477795679584,285.4384553499598,61.589446589446595,-496.39830508474574,61.589446589446595,-122.82469316724675,-113.33790502314417,-101.97809383684813,-29.411764705882355,149.2772667542707,-85.12507444907683,,9.24960917144346,58.20912312408991
MSFT,36.61084743222119,11.943633786375385,-47.225103734439834,37.21953155467625,26.50656267833365,15.66996201307128,17.087064881001286,15.66996201307128,23.6209798583419,21.80041735188845,24.541403951240017,-22.43650258485053,957.090909090909,,7.288317256162916,58.24171914469704,29.191714131149478
MRNA,-36.840292613594784,3.5833333333333335,-9.297971918876755,-37.893339456597715,-132.98834405144694,-64.21721854304636,-84.68682665874137,-63.813398426905344,-145.0,-156.3740731882325,-183.49705304518665,-65.36497446680684,,,-29.230769230769234,76.75,-26.1239348641083
MDLZ,7.51298896627714,-14.935812683925448,-5.876235049401976,3.1216737706590365,60.5080831408776,14.351028702057404,21.676096181046674,14.351028702057404,47.81348788198103,82.51748251748252,19.986675549633578,-23.30193356470005,44.06332453825858,-94.62835727670206,,22.737306843267106,8.424591783118458
MDB,-18.909518144254843,-0.07106504730636462,76.15471693146068,-19.753155450113695,-58.540820660946395,31.07153982741971,34.63972715290735,31.07153982741971,-32.57503858302924,-48.870578289393684,-670.9063025625804,,21.574279379157428,,,-16.151297625621204,-15.640790215644856
MNST,,,,,22.8614633873686,13.135326134319964,19.518850917306203,13.135326134319964,23.261760271997407,36.87102643115613,119.53042427902763,-14.535918280529373,,,103.49449347809107,10.63901995258139,3.788473080867818
NFLX,82.03325385729143,1.3250469794767339,38.26830479470685,76.77221080365774,5.780920677786382,6.666804784354534,12.538208192723463,6.666804784354534,23.454848902798613,20.393621975794783,327.90418207161076,,-100.0,,375.549711855872,-14.513806964920327,83.80316399604361
NVDA,178.92944646395443,-8.10406450004156,114.81262909412806,177.04884516218692,494.3377317521296,125.85452658115221,188.49309716071895,125.85452658115221,491.2139142908374,581.3186813186813,609.5850840336135,-5.040342663611914,,,,-41.680305510092744,238.62676247637933
NXPI,23.510164848980637,0.08956560680698611,0.8291873963515755,20.44556985583386,-2.857142857142857,0.5376751230594471,0.4789144605560729,0.5376751230594471,-3.110173958882446,0.3588087549336204,-6.0344827586206895,-26.157082748948106,-100.0,-100.0,,-18.011409942950284,46.60994483783604
ORLY,19.46140530887314,19.800902364083893,157.06786513542636,19.259846920241856,9.086994932275456,9.73215562122047,9.795797881953034,9.73215562122047,7.848560039614269,8.005477182242883,-21.551560055522284,-3.9944977020441677,224.82961871431203,189.22928834116908,15.071324159483845,78.62399750063017,24.950001358319945
ODFL,-4.462220162489109,-19.993397557096127,132.83470737257932,-5.068782980787648,-6.9037526581210376,-6.292654227735538,-8.152337236484133,-6.292654227735538,-10.86360554418265,-9.995723079179673,-11.414679071269726,-64.48432101307606,,,,-2.301366964760278,8.056391615025
ON,-20.996064385862955,3.996038010338317,-14.936622130866736,-19.437631870465438,7.019176443218451,-0.8791525545867263,-4.750809378985578,-0.8791525545867263,-5.465330777299526,14.798654189885397,-74.83563959676914,117.16705157813703,221.08956602031395,269.0,,52.084942084942085,12.687482981568484
PCAR,21.013812814070143,24.084696119111545,53.09855251657465,18.671473319310195,53.73925886143931,21.886764955915574,45.99636467999617,21.886764955915574,61.64845321589735,52.769292070660114,78.88787045523983,66.66666666666666,-1.4387854179539237,-2.733549831320743,,-9.20532182668105,31.201652653136552
PANW,51.01766425392922,-40.79358788038931,35.22416982295429,45.90568841109155,46.881472957422325,16.46379502952399,19.77322897852699,16.46379502952399,76.58146139943196,486.2178758244258,17.847370021283066,107.81078107810782,-38.906619385342786,,,7.177033492822966,50.70635303560348
PAYX,18.823754229390623,0.06930807439066651,20.204582651391163,18.372074984772738,7.530400176873757,5.416308841445148,6.890633353028896,4.5788926701037225,6.935222074664306,8.54684389648751,11.07343909928352,,,350.0,,12.867132867132867,31.91375082562334
PYPL,25.713980371703787,-7.113372372084094,16.78240740740741,21.7674999986874,36.956085823140164,8.187368268042736,-0.5009801786103245,8.187368268042736,22.255192878338278,75.52707730467135,-17.36831799490895,19.123600857346986,-37.544483985765126,-56.02877697841726,-11.188811188811188,-11.756373937677052,53.222335729082815
PDD,43.93240143754175,-39.9686636443238,74.19488010787796,39.015709453526235,88.27172379522975,89.67813889394051,57.33908889777618,89.67813889394051,93.07583228046676,90.33047750365891,95.47620846060289,,,,,-8.154112842841773,15.931325791311842
PEP,3.2266756950588698,12.91146281033524,96.02341542188131,2.9307206091670186,5.561511659072635,5.879016575608852,8.23729701414353,5.879016575608852,13.700801267940477,1.840628507295174,41.39900071377588,-33.33333333333333,-0.2599090318388564,104.0778151889263,,5.972729018628769,5.608371171994977
QCOM,56.24338997832161,-4.961683335498117,-7.112426035502958,53.05084997791405,28.081640860647493,8.771635957565605,9.778958448198086,8.771635957565605,29.314329738058554,40.23783185840708,13.321149355264495,38.61419441641439,-75.57045065601825,-88.50028785261946,-11.751152073732719,-28.206896551724135,58.691844039656196
REGN,26.489723489003193,0.0555267639001999,-12.102772143340095,27.029361064525524,-10.766978477450758,7.75739552612771,6.491401648998822,6.54906079032504,-15.234281137364839,-8.869629356444772,7.934078869923485,16.10045481510777,,,-24.613359657782166,-42.70517657245346,18.660871360127206
ROP,15.85845433543712,-4.989490317675646,-72.96922300706358,14.639185673064558,25.347140503647918,15.00428161882423,14.77296951609465,15.00428161882423,14.476877664808132,-69.54254406231435,190.09483667017915,,-12.5,,8.391608391608392,53.62731152204836,13.50479711930408
ROST,32.538401106627795,0.7229892786176757,7.0425907911375445,30.875639143700784,20.408967097793795,8.991909371871127,17.385488753892698,8.991909371871127,15.943679719604429,23.972828779113794,69.1947188407645,-0.028733014233354125,,,,16.625437644288837,22.927150095037778
SBUX,8.508635490650505,4.891503182952707,-7.4700830634942985,8.244711028035196,-3.759642273347473,0.5576001512136003,-1.392415348053056,0.8712288447387785,-7.18348507150775,-8.815614013819857,-9.714021387173139,28.67736692401463,58.127293029191264,31.425204663855123,-35.483870967741936,19.022111758656155,7.128176640020767
SMCI,53.06687210553838,0.0,0.0,53.62190905219969,,,,,,,0.0,-0.0,-0.0,0.0,,-0.0,39.759947501564405
SNPS,11.603212766710527,4.788755140004662,1.5028837309044532,11.745541528496506,15.194739662177275,14.97728445420701,14.997616881686577,14.97728445420701,14.663719716036608,24.91321295884395,-5.523503298500204,5.520363636363636,-96.61235326270855,,6.316293768595875,37.92007592643189,16.37522889507618
TTWO,10.24410783480181,1.347863492973903,-8.871162678269277,9.667529104822071,-409.1158798283262,-0.005607581450120564,-1.9034700039382138,-0.005607581450120564,-0.5823048844081349,232.90655285854007,-22.304283604135893,,-1.9900497512437811,-58.481332143186926,-39.75535168195719,-30.60724779627816,22.152224922435924
TMUS,44.17853336669631,1.1575067983397738,13.933880630130908,27.298926401551277,34.67585933237439,-1.2730768747407977,11.541565778853915,-1.368972505831517,75.66300727766128,221.11969111969114,-1590.0,335.8,-7.608535688005887,127.40980075390415,,-37.51228252702156,59.798989620369994
TSLA,4.783273492698681,66.54488517745303,0.8921429889866486,5.3186716771901486,-16.20320552755281,18.795266504627925,-15.311945523425885,18.795266504627925,-35.72151532677849,19.200508622744973,-42.30667372881356,,-53.05225038799794,,,24.079754601226995,30.497561307496373
TXN,36.06986456117547,28.483113909559243,-2.819672131147541,36.43213649513514,-19.74164810690423,-12.527461553824645,-19.984024399099557,-12.527461553824645,-29.489275752620948,-25.59149617099097,-77.22437953739659,-91.89488243430152,-0.0,100.80321285140563,9.12863070539419,81.30139435109045,51.213836043139004
TTD,39.60800958514118,-9.604647508976575,-13.13694437489932,40.713201887966484,67.12260306165552,23.34428743911598,21.89065546259964,23.34428743911598,76.39502349235399,235.18778683150697,18.92375817830399,,,,,-40.1208031778854,79.51436178848735
VRSK,4.239284263966874,-21.74440652256352,169.06666666666666,1.2155105675461415,-18.211578221915918,7.3848618342010415,7.922745754604161,7.3848618342010415,-19.537859936011376,-35.6177302734989,5.916103531811807,68.40902255639098,297.14285714285717,-36.51282051282052,,-16.27229705132872,23.515157673409114
VRTX,33.46499522523502,-10.147827053462265,-1.2842726580350343,37.54888967326764,3.825949723819186,10.50869472717704,9.637725466218281,10.50869472717704,-1.3263389380125532,8.958458759783264,-16.465403036787933,280.0581395348837,-47.485380116959064,-48.57142857142857,,26.23351245725452,32.90809073944145
WBD,-22.550300020218664,-10.877773015775832,1.3133208255159476,-15.811229229076709,57.83642650483382,22.190022769612916,25.570093457943926,21.540604372312725,-74.65675057208237,-57.59055759055759,85.74012662044017,,24.346035015447992,180.10865022983702,,33.33333333333333,-21.116754517656723
WDAY,13.390732230098411,1.4465989535241612,6.680805938494168,12.940260607010915,265.0485436893204,16.77927927927928,21.928460342146188,16.77927927927928,-182.43243243243242,-476.29427792915527,47.4537037037037,463.99999999999994,-100.0,-100.0,,-34.07202216066482,15.000001104642083
XEL,18.34040416540837,5.692993239090351,16.216216216216218,12.486308810309714,2.283464566929134,-7.21097322011757,2.0307167235494883,-7.314345852792211,6.589785831960461,2.0161290322580645,-25.35410764872521,,91.51414309484193,21.534195933456562,-16.149068322981368,26.218197498921946,11.476483559352694
ZS,14.39069046237841,2.2650954735263866,12.745463101902544,13.83909446236423,-159.36890492367706,34.06526600665944,34.8070360093133,34.06526600665944,-46.491324667544696,-71.47997133466775,75.33473812942309,,,,,51.40610919486653,19.112302587406464
